created,user,header,content,sentiment,theme1,da
2021.01.13 16:49,뉭뉭,로아 복귀 할만한가요?,내실이니 카드니 너무 복잡하고 귀찮아서 안했는데레이드 가는데 필요한것은 많이 간단해졌나요?,0,기타,질문
2021.01.13 16:43,STOVE83564899,"호크, 데헌","호크와 데헌을 똥쓰레기 캐릭으로 눈밖에 나버린 이유가 도대체 뭡니까. 예?????밸페고 뭐고 됐고 이유나 좀 압시다.상식.. 누구나 아는 그 상식적인 생각과 판단으로...지금 이게 올바르게 돌아가나요?왜 같은 게임, 시간, 돈써가면서 겜하는데 호크 데헌 이런 구데기 취급을 아무 이유없이 당해야 하냐구요 왜 도대체 왜??????????이유라도 알려주세요 밸패고 나발이고 뭐고 다른거 다 필요없고 너네 둘은 이래서 구데기다. 이 한마디만 해주시면다시는, 다시는!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!이런글 안올리겠습니다.물론 답변을 달린 없겠지.아 사무실에서 업뎃 내용보고 하루종일 기분잡쳐있네 아~~~~~~~~~~~~~~~",-1,업데이트,의견
2021.01.13 16:38,J1021장C,점검 보상 없나보네 ㅋㅋ,입 싹 닫 네 ^_^,-1,회사,의견
2021.01.13 16:29,아무거나일이삼사,아놔 스마게 전화햇더니 사무실이네,자기들은 사무실이라 모르겟단다.고객센타로만 요청하고 끝내야한단다.어이가없네 진자.ㅋㅋㅋㅋ,-1,회사,의견
2021.01.13 16:25,Quinoa,성역 끝나고 탈출 노래 부르니까 게임이 멈추네,나만 이러나 이거?,0,버그,질문
2021.01.14 00:06,수호천사인,그랬어 점검 보상은 언제 ??,보상 내놔라 시위 하자 횽들 ㅎㅎㅎㅎ,0,점검,건의
2021.01.14 00:05,STOVE25889843,npc 모번이 어디있나요?,시작한지 얼마안되서 레온하트에 있는데 모번이 어디있는건가요?이벤트 참여 하고싶은데 못찾겠네요 아무리 봐도 없는데이거 레벨을 올려야 나오는건가요'???,0,이벤트,질문
2021.01.13 23:28,꽃빛서리,복귀 유저 펫사게 올려 주세요,통통이 그만 끼고 싶어요예쁜 아가로 입양하고 싶어요,0,이벤트,건의
2021.01.13 22:49,다크니스제로,발탄 하드 최초 클리어,,0,레이드,인증
2021.01.13 22:47,연어연,점핑으로 시작해보려고 했는데,점핑권 사용하니까 옛날에 만들어놓은 캐릭에 써져버렸네여삭제도 안되고 이대로 접으면 되나요?,-1,이벤트,의견
2021.01.13 21:55,즐거운잼민이,금강선....너님의 패배인가??,못깬다고 장담햇는데 크킄유저들 갈려나가는거 보고 희열 느끼려햇겟지만.... 무한점검 시간 빼면하루도 안걸려서 클리어 하겟누 ㅋㅋㅋㅋㅋ컨텐츠 할거 없다 ㅋㅋㅋ 다음 군단장조기오픈해라 ㅋㅋㅋ무한야근해라 ㅋㅋㅋㅋㅋ킄ㅋ킄킄킄ㅋ버그따위로 못깨게 만들려 다니어림없쥐!!!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ야근 시작해라 ㅋㅋㅋㅋㅋㅋㅋㅋ크킄ㅋ크킄,-1,회사,건의
2021.01.13 21:52,STOVE85749785,이게 현실이다 ㅋㅋ 아이라 눈 모집에 보석 각인한 딜러만 하니,,0,기타,의견
2021.01.13 21:12,STOVE85749785,3티 1325넘어가려니 이 3각인 1각성 언제 맞출까,,0,기타,의견
2021.01.13 21:07,티르라,뉴비 질문있습니다.로아온 쿠폰,로아온감사의마음 쿠폰을 등록했는데 상품함에 들어있으면 나중에 받아도 되는건가요?건슬링어 나오면 주고싶어서요 유통기한같은게 있을까요?,0,기타,질문
2021.01.13 21:04,STOVE85749785,보상 안주나?,,0,기타,의견
2021.01.13 20:23,후두루,계정즉시 삭제,왜 안되는데요제 계정 제가 삭제하겠다는데왜30일 이상 기다려야 되는데요?꼭 악용을 해야 정지 시켜줄거에요?뉴비한테 사기치고 접을까요?개쓰레기게임,0,기타,질문
2021.01.13 19:08,코코야호,점검,&nbsp; 그랫어 보상은 어떤걸로 줄까요???,0,점검,질문
2021.01.13 18:47,STOVE83564899,직변권,출시하면 30만원이래도 살 의향 있습니다.제발 판매해 주세요,0,기타,의견
2021.01.13 18:36,즐거운잼민이,미춰붜린 갓겜 ㅍ ㅑ,ㅋ ㅑ... 카운터 성공해야 발탄이 승천 안하시네ㅡㅅ ㅡ 미춰붜린 갓겜.... ㅍ ㅑ...깨진바닥 밟아지는것도 버그 아니지?** 갓디렉터 ㅍ ㅑ...!! &nbsp;절레절레ㅋ ㅑ 저걸 보면서 얼마나 즐거울까 갓디렉터ㅋㅋㅋㅋㅋㅋㅋ 난 안가야지 ^^ 발탄은시즌3에 낭낭하게 해야쥐 ㅋㅋㅋㅋㅋㅋㅋ나중에 바닥 다 깨지고 허공에서어디 밟아야 살아남는지 찍는것도 재밋겟다ㅋㅋㅋㅋㅋㅋㅋㅋ,0,버그,질문
2021.01.13 18:24,끄죵,질문좀할게요,템렙1050되었는데요 그다음은 어떻게 하나요?혹시 카오스 돌아서 희귀템으로 장비게승인가요그거 계승하면 강화안된다고 떠서 안하고있어요친절한답변 기다릴게요감사합니다,0,아이템,질문
2021.01.14 16:27,STOVE160596960251900,품질100 버그인가요??,모바일로 캐릭착용장비보면품질 다100으로 뜨는데실화인가요?? 버그인가요??,0,버그,질문
2021.01.14 14:52,더메나쥬리,소과금,소소하게 돈좀 쓰려고 하는데 골드사야하나요? 아님 패키지 사야하나요??,0,기타,질문
2021.01.14 12:37,STOVE84106673,로아는 갓겜이다,ㅇㅅㅇ,0,기타,의견
2021.01.14 11:49,초고수님,형들 복귀할라고하는유저인데 무과금하고 똑같은상황이야?,마지막 접속일2019년 9월이고 그때 100만원인가150만원인가 과금해서 했었는데 복귀겜하면 그냥 무과금하고 동급인거야?무기8강 방어구3~4강 이고 인벤에15강갑옷한개랑15강장갑한게 있음앞으로 현질 안할꺼라 가는길이 고단할것같으면 그냥 안할라고...,0,기타,질문
2021.01.14 11:00,머루포도,802/863중 카단 발탄 카드는 왜 안나오는거야 =ㅁ=,확률상 이것두 조작인가 =ㅁ=있는것만 계속 나와 전설카드를 모르구 처음에는 경험치 카드로 사용했다390카드보관함이 꽉차서,0,기타,의견
2021.01.14 10:29,즐거운잼민이,"야, 보내지도 마 그냥",ㅇ ㅏㅇ ㅏㄴ ㅣ~891 데모닉 915 찍으라고 장비는 보내주는것도 약올리는거늬~?~???수령불가버그....버그갓겜....스박거안해안해안해안해안해안해안해안해안해안해안해안해안해안해안해안해안해안해안해안해안해안해안해안해페데리코 신뢰 보상 모험물도 그냥 보내지 말고 그냥 내실도 안해 조그튼거 안할거거든~~~ 그냥 대애충~~떙길때 블래스터만 아이라만 돌라고~~~~ 안한다고 ~~~~ 끄져끄져끄져끄져끄져끄져끄져끄져끄져끄져끄져끄져끄져끄져페데리코 모험물도 보내지마 그냥 알간???,0,버그,질문
2021.01.14 10:15,divamay,"1,2 티어 구간은 장비올리는걸 좀 완화해주면 안되나요",골드 얄짤 없이 들어가니까 미션도 못하고 그냥 중단하게 되네요..........어차피 고인물 많은 게임인데 1.2티어까지 골드 많이 들어가게 하는건 좀......,0,기타,의견
2021.01.14 08:11,쾅이네,저기.. 로아 안되잖아!!!,서버에접속할수없대 ㅠㅠ,-1,기타,의견
2021.01.14 06:45,pkpa14,빛강선!!빛강선!!빛강선!!빛강선!!빛강선!!빛강선!!빛강선!!빛강선!!빛강선!!빛강선!!빛강선!!,점검 보상 뭐냐구우~,0,점검,의견
2021.01.14 06:29,치잉치잉,아브렐슈드 카멘,군당장 레이드 하루만에 &nbsp;클리어 못하게 한다는말은그때도 버그로 클리어 못하게 한다는 말로 들립니다그땐 버그 2개이상 장기간 방치후 점검 해서 못깨게 할듯 멋찌네요,0,버그,의견
2021.01.14 06:12,원성학,또 점검이네. 게임히기 힘드네. 숙제하고 출근 할려니 tttt,또 점검이네. 게임히기 힘드네. 숙제하고 출근 할려니 tttt,0,점검,의견
2021.01.14 06:01,미드최고존엄,아니 숲의 미뉴에트 얻으려고 안자고 기다렸는데;; 이게 뭔가여,ㅠㅠㅠ 임시점검 좀 적당히 해주셨으면..,-1,점검,의견
2021.01.14 05:53,고두밥스,군단장은 고인물들중에 고인물이~,어정정한...고인물이랑..신규..유저는..걍 희생양이지?~니들도 망할 날이 얼마 안남은듯~~~~~~~~~~~,-1,기타,질문
2021.01.14 03:37,감성토끼,경매장 버그 많아요,임점때&nbsp; 수리 바람,0,기타,의견
2021.01.14 01:23,마누누,뉴비 직업 질문,이번에 점핑권 이벤트로 시작하게됬는데 27일에 건슬링어 나온다하고 스카우터도 매력적인데 건슬링어랑 스카우터중에 뭘 할까요..?,0,캐릭터,질문
2021.01.15 14:01,STOVE83466118,오레하 2종 버스 적정비용,얼마쯤임?1000~1800골로 변동이 겁내 심함!난 1종만 갈꺼임,0,기타,질문
2021.01.15 13:36,STOVE82597917,새로 시작하는 유저입니다. 점핑권 질문이있어요!,"처음부터 스토리 천천히 즐기면서 키우고싶은데,점핑권 사용하면 초반 스토리도 다 건너뛰나요? 아니면 915레벨인가 아무튼 그걸로 해서 초반 스토리부터 진항할 수 있나요?",0,캐릭터,질문
2021.01.15 13:03,나나미켄토,기대하는건,모험가의 길이 기대된다 이말이지 뭔가이대륙 저대륙 퀘스트도 있고 레이드도있고생활도 있고 &nbsp;로아의 콘텐츠 총망라된 그런 모험 온리 혼자 헤쳐나가야 하는 모험그러나 권좌의 길은 별루 랭킹제일듯한느낌이 장비빨 손빨 운빨 제대로 터져야 하는컨텐츠 일듯해서 난 별루다뭐 각자 취향이 있겠지만,-1,레이드,의견
2021.01.15 11:25,즐거운잼민이,카던 공명없어도 보상 좋네,"카던돌자~~~~~~카드성장재료 준다~~~공명의기운 없어도 계속 돌때마다 카드재료 준다~~~ 나이수~~~진작그럴것이지, 금강선",0,기타,의견
2021.01.15 11:21,천상의검사,오레하 난이도좀 낮추라 ~,1325 찍자마자 매칭가두 100퍼 성공 할수 있게 패치해랴먼게임이 이리 어렵냐?? 어차피 제한두 개 쩔면서 ㅋㅋㅋ,0,업데이트,질문
2021.01.15 07:44,브록시가르싸울팽,개줫같은 쓰레기게임,쓰레기같은 더러운게임이경쟁전 상대 하이 티어 5 번잡히면우리팀 하이티어는 1번 잡히네개 버러지같은게임 역겹다 정말,0,기타,의견
2021.01.15 06:16,블랙빅,강선이형 수고 하십니다 6시에 딱 인났드만 점검 난감 ;;,이시간에도 운영진들 일한다고 수고 많으십니다.게임회사가 제일 힘든건 &nbsp;업데이트 날이 정말로 힘들지우리 유저는 좋지만 운영진들은 머리가 깨질거임로아 운영진 님들 홧팅입니다.,0,버그,건의
2021.01.15 02:45,85393446,카제로스 박명균은 들어라,나 신규유저인데 실링 1500개만 주라 응애,0,기타,의견
2021.01.15 02:32,1643852_TR,시작하는유저입니다,서버는 어디를 추천하나요?,0,기타,질문
2021.01.14 23:51,만숭,서버 변경 가능한가요?,제가 카마인 서버인데 루페온으로 변경하고 싶어서 그런데 서버 변경 가능한가요..?,0,기타,질문
2021.01.14 20:32,오란히,아만] 팅김현상 아이라 횟수차감,아만섭 아이라도중 튕겨서 횟수차감됐어요공지에 다시 접하면 된다고만하는데 4명다 튕겨서 횟수차감된거 복구해주나여?쌩깔려나;;,0,버그,질문
2021.01.14 20:27,회색의스케빈저,로아하다 지겨울땐,액션쾌감 던파 한판핀드워 레이드 노레포,0,레이드,의견
2021.01.14 20:24,누리마루,게임하다가 갑자기 튕겼는데요;;,카오스던전 돌다가 갑자기 튕겨서카던 날렸네요; 휴식게이지도 사용했었는데컴사양은 좋아서 컴때문아니에요....보상 됩니까 이거,0,버그,건의
2021.01.14 20:02,마법소녀이리야,친구랑 다른서버에서 키웟는데,레이드나 토벌같은것들 같이 돌릴수 없나요?,0,레이드,질문
2021.01.14 18:02,장동윤,이번 패치로 로아 유저스 300% 이상 증가 ㄷㄷㄷㄷㄷ,"이번 로아온 보고 저도 복귀했는데 300프로면 엄청 늘었네요;;ㄷㄷ로아가 오픈 초기에 욕 엄청 먹고저도 초기에 2달정도 하다가 저랑 안맞아서 접고요즘 다시 하는데 확실히 재밌는거 같아요모발겜만 하다 로아 다시 오니 사람들이랑 파티 하는게 재밌네요가끔 제 컨트롤이 구려서 욕먹을 때도 많지만 ㅋㅋ(중나크 매칭 갔다가 병#신# 소리 들었을 땐 진짜 접고 싶었음 ㅠㅠ,, 이제 솔플 연습 마니 해서매칭 가도 안죽을 정도는 해여..ㅠㅠ)그리고 커여운 아바타도 줘서 너무 좋음 ㅠ",-1,기타,건의
2021.01.15 21:33,상화양,아덴 스킬 ui좀 바꿔죠오오오오,내가 여러가지 캐릭터를 키워보진 않앗지만 키워본 서머너만 해도 아덴스킬바꾸는거 휠 업다운으로 되면 훨씬 편하고 다양한 플레이가 가능하겟고만 왜 x키 하나로 한방향으로만 설정가능하게 만들어놓은거야 ㅠ데헌도 마찬가지 인거 같은데 가뜩이나 폼 왓다갓다 하면서 스킬쓰는데 휠 업다운이나 아니면 아덴 하나하나에 단축키 지정할수잇으면 훨씬 편하고 다양한 운용이 가능할거 같은데 이 19세기 게임같은 ui는 좀 고쳐 줫으면 좋겟엉 ㅠㅠ내가 해본캐릭터가 3개밖이라 다른직업들은 모르겟지만;; 홀리나이트처럼 솔플땐 z 파티땐 x 전부 이러면 몰라 직업별로 아덴스킬 운용법을 자기들이 다르게 만들어 놓고 이렇게 사용하는건 전직업 공통으로 z x키로만 가능하게 해놓는게 제대로 만든거 맞음?이건 확실하게 개선 해줘야 되는 부분이다 진심,-1,캐릭터,질문
2021.01.15 20:29,STOVE161033512380712,안팅기시나요? 저 계속 팅기는데,,0,기타,의견
2021.01.15 19:48,혼사님,왜? 팅김???,와... 먼-- 퀘 하나 완료하니 바로 팅기냉? 머지?,0,버그,질문
2021.01.15 19:24,별들의전쟁,사전등록 안댄다 ㅠㅠ,인증번호 눌러도 폰으로&nbsp; 인증 안나라오는데???,0,기타,질문
2021.01.15 19:24,블랙빅,밸리온 수비전 퀘 진행인 안됩니다. (본케릭은 완료 보조케릭 막힘),파푸 입성을 할려하지만 밸리온수비전 하고 오래서 베론성에 가서 아델이랑+샨디+여왕 말걸고 이후 퀘스트가 안뜨네염 본케릭은남부퀘완료했지만 보조케릭으로 할려니 진행불가합니다.다음단계는 밸리온 관문통과하기 인데여 퀘스트가 안떠서 진행이 안되는데 어떻게 해야하나여?초보아니고 중수입니다.계속 베론성 갓다가 파프갓다가 니나브한대도 가보고 제길슨 본케릭은 진행이 수월했는데 보조케릭은 여기서 딱 막히네염 퀘스트또 안뜨고저처럼 이런경험 있는분 댓글좀 달아주세여 베론남부 입성을 못하고 있어여,0,기타,질문
2021.01.15 19:14,STOVE160596960251900,푸바섬 죽어가는말 퀘스트,,0,기타,의견
2021.01.15 19:08,divamay,예전에는 점핑권을 계정마다 주지 않았나요?,제 기억이 맞다면데모닉/블레이드까지는 계정마다 점핑권 줬던거같은데왜 지금은 한아이디에만 주는 건가요? 이거에 대해 공지같은게 있었나요?한 아이디에만 점핑권 주는게 어뷰징 방지 라고 써있긴 하던데잘 이해가 안가서요.......,0,캐릭터,질문
2021.01.15 16:40,ihere,깨알 꿀팁,"이상할 정도로 핑이 급격하게 올라가거나, 이상할 정도로 랙이 심하다,또는네트워크 관련 장애로 게임이 튕긴다그럼시스템 트래이(오른쪽 하단)에서 ""AhnLab Safe ... ... "" 종료.완벽하게 종료 하고 싶으면 작업관리자에서 ""AhnLab Safe Transaction Application"" 종료.스마게에게만 뭐라 하지 말자... 각자 본인 PC부터 확인해보고 뭐라 하자.저거 끄니까 핑 제로다... 랙 없다...행복로아 하자.",0,버그,의견
2021.01.15 16:39,jeewon0707,점핑권 27일전까지 사용이면. 건슬링어로는 점핑 못하나요?,거너가 27일 점검 하면서 나오는걸로 아는데사용을 못하는걸까용?,0,점검,질문
2021.01.15 16:34,SKTT1페이커,조5또 재미읍는겜 한다고,오늘도고생많쿠나 별볼일없는 인간이만든게임한다고 욕본다형은 본게임 롤 하로간다,0,기타,의견
2021.01.15 16:29,level코즈,저만 임시점검 이후 겜 상태 이상한가요?,평소에 무난하게 최상옵 돌아갔는데 어제 임시점검 이후로 cpu 100 점유율이 되면서 게임 자체를 할 수가 읎네...,0,점검,의견
2021.01.15 15:51,머루포도,하루 한캐릭 숙제만 해두 이젠,지겹다....,0,기타,의견
2021.01.15 15:49,STOVE83466118,1325 파티가 안됨,패치하기전에..그때 1325라서도전레이드 파티 요청하면 바로 파티됨..지금은파티요청하면 거절당함..하아~ 쓰바..딜러 케릭 지울까 ㅠ,-1,업데이트,의견
2021.01.15 15:11,완장찬집사,베른성에서 이스테르섬까지 이어지는 원정대퀘스트,이렇게 뺑뺑이 돌리고 지겨워 졸리기는 첨이다.대다나다 진짜 이렇게 만들수 있다는게제작자의 인내심에 경악을,0,기타,의견
2021.01.15 14:56,호물정,각인 세팅할때 질문,오늘 막 어떻게든 템렙 1325 달성하고 이제 카던 단계 한단계 도전하고 던전도 오레하인가 거기 갈려고 합니다.근데 밑에 글을 보니 오레하 어렵다 하시는분 댓글에 혹시 2티 악세 끼고있는거 아니냐는 댓글을 봐서 그런데제가 현재 원한3 직업각인1 을 맞추기 위해서 돌떙이 2티어 체력 6300?쯤 되는거 원한 6 기습의대가 5해서 원한 챙기고각인서도 경매장에서 사서 읽어서 원한 +6 줄수있는거하고 직업각인 +6 해놨는데이렇게하면 원한3 +직업각인 1을 하기위해서는 2티어 반지하나는 무조건 원한+3 있는걸 껴야 3렙이 되는데 어떻게 하나요?? 껴도 되는거 맞나요?돌떙이도 체력 좀 더 올려주는거 먹으면 원한있으면 강화할려하는데 얘도 +5되면 더더욱 힘들거같은데 각인서 더 읽기에는 골드도 없고요 -_ㅠ다들 1325 초기에는 원한3 직업각인1 이렇게 어떻게 챙기시나요?? 찾아봐도 거의 저게 매너셋팅이라고 무조건 저렇게 하라고하지 뭐 어떤방식으로 하라는지는 잘 모르겠어요,-1,버그,질문
2021.01.16 17:31,SKTT1페이커,담배값 술값,배달값,0,기타,의견
2021.01.16 17:22,SKTT1페이커,라면 먹고올게 즐갬해라,금마덕분에 결국 라면 먹네 국물에 밥마라먹고 올게니가원하는대로 댔제? 그만 짖밟바라 &nbsp; 나는신라면아이면 안먹는다,0,기타,질문
2021.01.16 17:13,STOVE82678413,"점핑권, 슈퍼익스프레스 다른서버, 다른캐릭터에 잘못사용했는데... 이거 다음복귀할때까지 기다려야하겠죠 ㅠㅠ?","오랜만에 들어갔는데, 제가 했던 서버가 없어졌길래 당연히 캐릭도 없어진줄알고 캐릭만들어서 아무생각없이 거기 넣고 게임플레이 좀 했는데 보니까 기존 캐릭터(현질했던)가 다른 통합된 서버에 있더라구요...ㅠㅠ기존에 워낙 모코코, 섬맘 많이 먹어놔서 내실이 정말 좋은캐릭인데.... 템렙이 600대이거든요.. 이벤트보니까 한계정당 하나씩 밖에 못받는다는데..망한거같은데.. 다음 이벤트할때까지 기다려야 할까요 ㅠㅠ? 아니면 고객센터에 문의해야할까요?? 다시하면 현질 제대로 할 맘있는데...아 허탈하네요 ㅠㅠ",-1,캐릭터,질문
2021.01.16 16:38,월급먹튀루팡,음 복귀했는대,재미있네캐릭만들고 5시간만에 1330실화인가요...,0,캐릭터,질문
2021.01.16 16:30,전설의노망뚫어영감,123,,0,기타,의견
2021.01.16 15:02,STOVE21389779,@건슬링이 데빌헌터나 똑같아 보이는데 맞는거조 스킬만 좀 다르고,스킬만 다를거 같은데 맞는지 좀 알려주세요,0,기타,의견
2021.01.16 14:35,허스키김,"pvp 하면 이렇게 뜨는데 , 이거 버그인가요?","지금 섬멸전하고 대장전 2판 , 1판 했는데... 계속 이렇게 뜨는게 이거 버그인가요?",0,버그,질문
2021.01.16 14:33,STOVE160943803544200,낚시,삼색진주 데마소니 중에 삼색이 적게나온다 . &nbsp;얼룩진주 오스카중에 오스카가 적게 나온다. &nbsp;그 기준 아는사람. 애들 다 고급재료다 . &nbsp;희귀는 칼다르뿐이야. &nbsp;낚시대 옵션보면 희귀옵션은 있어도 고급재료에 관한 옵션은 없는데 왜 일정하게 삼색진주가 데마보다적게나오고 오스카가 얼룩진주보다 적게 나오나??&nbsp; &nbsp;왜 그런거야?&nbsp;,0,기타,질문
2021.01.16 14:09,순정다정감성,검은사막 vs 로아,,0,기타,의견
2021.01.16 11:35,a99ak123,뉴비입니다.,안녕하세요. 시작하기전에 몇가지 질문을 좀 드리고 싶어서 글을 남깁니다.1. 어떤 캐릭터를 추천하십니까?2. 지금 어떤 이벤트로 무엇을 받을 수 있나요? 건슬링거 사전 이벤트&nbsp;제외하고는 잘 모르겠네요.,0,캐릭터,질문
2021.01.16 10:58,1643852_TR,자원획득은 어떻게하나요 ? 오늘시작하는대 모르겠어요,원주민 부락에 자원투자를 하라는대 자원이 부족해서 클리어를 못하고있어요..ㅠㅠ,-1,기타,의견
2021.01.16 00:41,시월인형,실리안 바드 [빛의 새벽] 풀세트 최저가로 거래소에 올려놨습니다~!,구매 원하시는 분 울애긔 우편/귓 주세요~,0,기타,의견
2021.01.15 23:43,농심맨,카드이벤트가 안뜹니다.(맵이랑 퀘스트),부관모번 npc한테 가도 안뜨고 맵 자체에도 분홍색 퀘스트가 안뜹니다..이런현상 어떻게 하나요?,0,기타,질문
2021.01.15 23:18,보일알,"토벌,승리,모험의 인장 갯수 확인은 어디서하나요?",,0,기타,의견
2021.01.15 22:38,STOVE83539618,뉴비는 증명의전장 하면 안되나????,못한다고 겁나 뭐라하네 . 하기 싫어지게,0,기타,의견
2021.01.17 02:07,시월인형,[실리안] 바드 빛의 새벽 압타 풀셋 팝니다~!,댓글쪽지귓말 아무거나 주세요!,0,기타,의견
2021.01.17 02:05,겸스럽다,뉴비 기공사 서머너,둘중에 하나 하고싶은데..레이드하고 템맞추고 각잡고 하는 유저 아니구요그냥 예쁘고 화려한맛에 하는 라이트유저(?) 입니당.서머너는 그럭저럭 괜찮은거 같은데 캐릭터가 너무 예쁘고..기공사는 캐릭터가 예쁘긴 하지만 서머너만큼은 아닌데 스킬들이 좀 더 나은것도 같고 아닌것도 같고..그냥 라이트하게 하시는분들 어떤캐릭터가 혼자 사냥다니기 좋나요?아니면 어느 게임이던 똑같이 룩덕의 길 그런거 걸어야하나요 로아도?,0,캐릭터,질문
2021.01.17 00:36,손권_1,찍먹해보고 재미있으면 해볼려고 했더니 이겜은 찍먹안되는구나..,요즘 할게임 없어서 로아가 눈에 똭들어와서 들어와보니 점핑이벤트에 장비까지 준다니 혜자네 하고 시작<br><br>카오스던전? 들어가니까 뭔가 펑펑펑 터지고 뭔지도 모르겠지만 화려하고 멋지구만 감탄한번 해주고<br><br>바로 다음퀘로 머시기 토벌?와 막 시작한 늅늅이보고 이걸 하라고 만든건가 시작부터 뭐에 쳐맞는지도 모르고 3번눕고 민폐구경만하다가<br><br>퀘스트잘못 들어왔는지알고 물어봤더니 공부하고 시작해야죠 듣고 바로 나와버렸네요 ㅋㅋㅋ<br><br>오늘 잠깐 설치하고 느낀건 아 로아는 찍먹하면 안되고 각잡고 해야하는게임이란걸 배우고갑니다,0,캐릭터,질문
2021.01.16 23:26,STOVE118743657,뉴비인데,와 초반에 길찾는게 너무 어렵다그렇다고 공략이 많은것도 아니고 구글링해도 공략은 2년전꺼네;.초입장벽 너무 어려워퀘스트 길찾기 기능만 있었어도 어우,0,기타,의견
