created,user,header,content,sentiment,theme1,da
2016.08.04 01:17,이강한v,운영자님 엑티브 엑스 안됩니다 .ㅠㅠ 익스 11버전입니다.,안되요 ㅠ?,-1,버그,건의
2016.08.04 01:17,로이스트아크,윤귀중 떔에 엑티브안댐,니가 방송에서 하니깐안되잖아 뒤질래 ?,-1,버그,의견
2016.08.04 01:17,5003938,엑티브엑스뭐임,이젠 이렇게 농락하는건가욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ?,-1,버그,의견
2016.08.04 01:17,11060186,액티브 설치좀 되게 해주세영,ㅠㅠ 손꼽아 기다렸는데 설치가 안되네요 ?,-1,버그,의견
2016.08.04 01:19,요정,엑티브 이거 어쩔 건가요 기다리는 사람 생각좀요..,속이 타들어 갑니다 ㅠㅠ?,-1,버그,의견
2016.08.04 01:19,5005149,근데 프론티어도..,선정인가.......나 신청했는데;;; 왜 아니지 ㅡㅡㅋ?,-1,이벤트,
2016.08.04 01:19,키르아,엑티브엑스..,고쳐줘용~?,-1,버그,건의
2016.08.04 01:19,5005143,익스플로러인데 액티브 설치가 안됩니다.,빠른 수정 부탁드려요 ㅠㅠㅠ?,-1,버그,건의
2016.08.04 01:19,우주닌자,엑티브!!,빨랑좀!!?,-1,버그,의견
2016.08.04 01:18,아뮤네시아,클베 신청..ㅠ,액티브에서 다 막히네요..?클베 신청 왜 하지를 못하니~~~?,-1,버그,의견
2016.08.04 01:18,붉은노을,액티브X안깔리는 이유는 당연합니다.,액티브 설치파일을?서버상에 등록시키지않았네요. ?준비가 덜됐다고 보면 되는건가요??,-1,버그,의견
2016.08.04 01:18,welming,엑티브x자비좀...,아아아아아?,-1,버그,의견
2016.08.04 01:18,5004492,저도 보스닉 지렸구요 ^^,저도 클베 신청 하고 싶습니다 ^^,-1,버그,의견
2016.08.04 01:18,5002632,아...엑티브엑스 어쩔...,"딥빡,,,,?",-1,버그,의견
2016.08.04 01:18,바슈던피드,엑티브 자비좀 영자님! ㅠㅠ,똥 줄 탄 다..?,-1,회사,건의
2016.08.04 01:18,광참치,시작부터 어째 이거이거,어째 불안불안한게 딱 느낌이 온다,-1,버그,의견
2016.08.04 01:18,김인범,현기증난단말이에요 액티브 열어주세요,현기증난단말이에요 액티브 열어주세요?,-1,버그,의견
2016.08.04 01:18,5003649,엑티브좀요..,엑티브좀주세요ㅠㅠㅠㅠㅠ제발요~~~~~~~~~?,-1,버그,의견
2016.08.04 01:18,그믐달,이걸 윤귀중이..,으앙으어엉,-1,회사,의견
2016.08.04 01:20,검투사,익플을 켰는데 왜 안되니..,엑티브X 싫어요 ㅠ?,-1,버그,의견
2016.08.04 01:20,괴물,오 이제 엑티브 된다 ㅅㅅ 나먼저감,응 그런건 없어?,-1,버그,의견
2016.08.04 01:20,도로시,한국 게임의 폐혜아님?,윈7 엑티브엑스같은것땜시 보안도 잘안되고 무거워서 윈10으로넘어왓는데?엑티브엑스 쓰고 익플에서만 가능한거보니까 은행냄새나는디?디아블로3나 하러 가야되나 ㅋㅋㅋㅋㅋ?,-1,버그,의견
2016.08.04 01:20,갓설현,엑티브 설치 안되요 ㅇㅅㅇ,고쳐주세용 ㅠㅠ?,-1,버그,건의
2016.08.04 01:20,5003088,엑티브엑스 내놔ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,빼애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애애액!!!!!!!!!!!!!!!!!!!!!,-1,버그,의견
2016.08.04 01:19,misfit,ie 만된다 그래서 바로 꺼버림,지금 때가 어느 땐데 ie만 신청이되나요...?첫인상부터 실망임.,-1,버그,의견
2016.08.04 01:19,광해,엑티브엑스..,해결해주세요 ㅠㅠ?,-1,버그,건의
2016.08.04 01:19,5002626,서머너랑 아르카나 어디갔나요,,0,캐릭터,질문
2016.08.04 01:19,하얀여로,엑티브X!!,안되네여..ㅠ 방법좀... 흐규ㅜ?,-1,버그,질문
2016.08.04 01:19,리퍼,우레때문에!!,엑티브 안되잔아!! 우레때문에!!,-1,버그,의견
2016.08.04 01:19,아인즈울고운,아니 신청하래놓고 액티브 설치는 왜안되냐 소름,이 ㅁㅊ 거의 패치가 나딕 처음 나왔을때보다 더하냐 ㅅㅂ,-1,버그,의견
2016.08.04 01:19,김자쿠,이거할려고 컴까지 샀는데,,-1,버그,의견
2016.08.04 01:19,측백나무,Ative X,예스 핵꿀잼각?,-1,버그,의견
2016.08.04 01:19,5006625,근데 이거 닉먹으면 겜에서도 쓸수잇냐,,0,유저,질문
2016.08.04 01:19,5003117,안녕하세요 송혜교입니다.,태후 끝나고 게임좀 할라했더니 액티브설치가 안되네^^ ?,-1,버그,의견
2016.08.04 01:22,이강한v,전화해서 물어본 사람이 이야기 하길 아직 파일 안올렸대요,그렇다고 함.?,0,버그,정보
2016.08.04 01:22,해킹시도지겹다,하고싶소 컴도 샀소 태어나서처음으로!!,ㅇㅇㅇㅇㅇㅇ?,1,업데이트,일상
2016.08.04 01:22,괴물,귀중아 제발 여기오지마라,협곡가서 카타나해?,0,일상/기타,의견
2016.08.04 01:21,라이징오,하... 액티브엑스 이제야 되네...,팔로 떠납니다....?,0,버그,의견
2016.08.04 01:21,엉망진창렬이,법사계열은 뭐 다삭제야?,서머너랑 아르카나 나온다면서 이상한애들2명이나오고 개내들은 쥐도새도모르게 없어졌네 ;; 걱정된다 ㅠ?,-1,캐릭터,의견
2016.08.04 01:21,코타,슬슬 공지사항으로 엑티브 설치 경로 만들어 줘야하는거 아님?,벌써 20분지났는데,-1,버그,의견
2016.08.04 01:21,필립스,윤모씨 나대지마,윤모씨 나대지마?,-1,일상/기타,의견
2016.08.04 01:21,5001893,아 이거 뭐하자는건지 모르겠네...,팔로 떠납니다?,-1,버그,의견
2016.08.04 01:21,이정재,벌써 망겜 냄새가 난다 액티브 뭐냐 어느 시대게임이냐 이거,좆망겜 ㅇㅈ ㅇㅇㅈ,-1,버그,의견
2016.08.04 01:21,Noeul,뉴비들... 난 프론티어 뱃지임 ㅎㅎ,약오르지롱?,1,유저,인증
2016.08.04 01:21,십천,ActiveX 설치 안됨~~ 빨리 풀어죠 ^^ 신청하게,?ActiveX?? 설치? 안됨~~? 빨리 풀어죠 ^^ 신청하게?,-1,버그,의견
2016.08.04 01:21,엄동갓,액티브X 설치하는법 필독,,0,버그,정보
2016.08.04 01:20,괴물,오 PC방에서는 엑티브 된다,응 사실 나도? 안되;?,-1,버그,의견
2016.08.04 01:20,남자,액티브 X 해결법 입니다.,??응 그런거 없어 나도 못해 너내도 못해 ?,-1,버그,의견
2016.08.04 01:20,5002773,ActiveX 다운로드 경로,???앙 홍보띠 ^^ㅋ?,-1,버그,일상
2016.08.04 01:23,라이징오,근데 나도 프론티어 신청했는데 왜 나는 뱃지 안줌,나 FGT도 참가했었는데...?,-1,이벤트,질문
2016.08.04 01:23,이강한v,엑티브 설치 ㄷㄷ;,ㅠㅠ 신청빨리하고 자야하는데 ..ㅋ,-1,버그,의견
2016.08.04 01:23,코타,똥나무 사태가 일어날듯 하다,이건 똥나무 각인가?,-1,버그,의견
2016.08.04 01:23,5005417,반가워요~,잘부탁드려요~?,1,일상/기타,일상
2016.08.04 01:23,5003201,아아 이제되네,팔로 떠납니다.?,0,버그,의견
2016.08.04 01:22,5003117,아 해결했다 후;,응 그런거없어~?,-1,버그,의견
2016.08.04 01:22,병팽이,귀중이형님,나도 댓글달아줘요 ㅠ?,-1,일상/기타,친목
2016.08.04 01:22,5002618,앙 프론띠~ㅋㅋ,기모띠!ㅋㅋ?,-1,버그,의견
2016.08.04 01:22,삼류,컴퓨터 전공인데 Active X 뚫음,Active X 가 내 인내심의 한계를 뚫음 ㅎ?,-1,버그,의견
2016.08.04 01:22,5003920,어차피 오늘 신청한다고 바로내일 하는것도아닌데..,당첨이 선착순도 아닐거고 걍 느긋하게?될떄 하면 될사람은 됨 안된사람들은....?아 나도 안될것같다 ㅠㅠ?,0,이벤트,의견
2016.08.04 01:22,꼼수,14년 지스타 가서 신청한사람은,,,이벤트,
2016.08.04 01:22,들깨가루,앙 프론띠!,ㅁㄴㅇㄻㄴㅇㄹ?,-1,버그,의견
2016.08.04 01:22,5004655,그래도 이렇게 CBT 진행하니 설레이네요,꼭 당첨되서 폐인모드로 테스트 진행 해보고싶습니다.?,1,이벤트,의견
2016.08.04 01:22,키르아,프론티어~,테스터뱃지도 받고싶다?,0,이벤트,의견
2016.08.04 01:22,5003377,앙 프론띠~,기모디..?,-1,버그,의견
2016.08.04 01:24,ZombieCrown,하하하 이런,초기부터 똥망 짐조가..,-1,버그,의견
2016.08.04 01:24,5001665,기다려보죠 고만하,?나무라로 떠납니다?하나무라로 떠납니다하나무라로 떠납니다하나무라로 떠납니다하나무라로 떠납니다하나무라로 떠납니다하나무라로 떠납니다하나무라로 떠납니다하나무라로 떠납니다?,-1,버그,의견
2016.08.04 01:24,엄동갓,액티브x설치 별거아니네 뭐.,ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ?,-1,버그,의견
2016.08.04 01:24,한화,액티브좀 깔게해줘,30분 기다려서 들어왔더니 뭐하는짓이냐이게?,-1,버그,의견
2016.08.04 01:24,일린,익스플로러 엣지인사람은 어떻게해야하나요,pc방 가서 신청해야함?????,0,이벤트,질문
2016.08.04 01:23,난망고양이,빨리빨리 하고싶은뎅,빨리하고싶습니당 ㅎㅎ?,1,업데이트,의견
2016.08.04 01:23,칸초,귀중아 .. 액티브 설치한다매 니 아방 주소남기냐...,낚엿네..고로 난 니방송을 보고있다..?,-1,일상/기타,의견
2016.08.04 01:23,형게,으아아아아ㅏ,으아아아앟ㅇㅎㅎ?,-1,버그,의견
2016.08.04 01:23,아인즈울고운,최소 갓흥겜 클저보다 너무하다,"어휴 노오오오오오답 <img title=""636058382168155173.png"" src=""http://cdn.lostark.co.kr/uploadfiles/board/636058382168155173.png"">?",-1,버그,의견
2016.08.04 01:23,안뇽이,프론티어 뱃지 어떻게 얻어요??,F 갖고 싶어요,0,이벤트,질문
2016.08.04 01:23,5006041,프론티어~,프론티어~ ?,1,업데이트,의견
2016.08.04 01:23,그믐달,어라 먼저 하러갈게요 ㅎ.ㅎ. 핳하,,0,이벤트,의견
2016.08.04 01:23,악마,프론티어 ~,뱃지주셈~~~~,0,이벤트,의견
2016.08.04 01:23,이리니,근데 다른창에서 홈페이지 다시 들어가면 나만 화면 안넘어 가는겨??,ㅈㄱㄴ?글고 엑티브 엑스라니....?,0,버그,질문
2016.08.04 01:23,5004192,언제됨 ㅇㅇ,ㄷㅅㄱ ㅈㄱㄴ,-1,버그,질문
2016.08.04 01:25,Daldoring,으으 신청이 안된다,,-1,버그,의견
2016.08.04 01:25,starrrrr,근데 윈도우 10은 어캐 신청하라는거임?,다른 브라우저도 안되고 엣지도 안되면?그냥 신청하지 말라는건가...??,-1,버그,질문
2016.08.04 01:25,클라비스,아 신청도 못하는게 말이 됩니까 ㅠㅠ,빨리 해결좀 ㅠㅠㅠㅠㅠㅠㅠ,-1,버그,건의
2016.08.04 01:25,스테아,갓겜 기대합니다,제발 좋은 운영 보여주길?,1,회사,의견
2016.08.04 01:25,당근,익스플로러로 다른창 넘어가면 로그인하라는 오류는,어떻게 해결하나요 이거 때문에익스플로러로 게시판에 글도 못쓰고클베 신청도 못하고 있는데 -_-?크롬으로 작성중입니다.,-1,버그,질문
2016.08.04 01:25,남쇠루,프론티어 뱃지 받는법,"OOO님 환영합니다, 누르면 이메일 입력한데 옆에 있네요프론티어 확인?",0,이벤트,정보
2016.08.04 01:25,invent,CBT 신청부터 망겜느낌 나네..,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ액티브x 깔아야 하는거 자체도 빡치는데 심지어 깔리지도 않음...그래서 신청못함...?벌써부터 망겜 냄새가...,-1,버그,의견
2016.08.04 01:25,앙로스띠,과부하 지리고 오지는거 ㅇㅈ?,불쾌 햇다면 죄송 ㅋㅋ?,-1,버그,의견
2016.08.04 01:25,Sikaco,나도 프론티어였는데 뱃지는 누가주나?,어떻게 받나요?,0,이벤트,질문
2016.08.04 01:25,10878331,된다!!!!!!!,응 안돼?????.......?,-1,버그,의견
2016.08.04 01:24,햇냔,머야 프론티어 안주는데 나는?,저번에 인증한거 같은데 왜 안주지....?,-1,이벤트,질문
2016.08.04 01:24,날아라개돼지,프론티어 뱃지는 말이죠,로그인하고 나서 왼쪽에 보면 본인아이디 잇을거에요그거 클릭하고 들어가면프린티어 인증하는거 있어요그거 인증하면됩니다.?,0,이벤트,정보
2016.08.04 01:24,5004347,프론티어다!!!,,1,이벤트,인증
2016.08.04 01:24,들깨가루,바드 나와줘서 고마워,진짜 하고팠거든 사라앻?,1,캐릭터,의견
2016.08.04 01:24,방울카페,프론티어는 뭐죠?,파이널 테스트 뽑힌 사람들인가??,0,이벤트,질문
2016.08.04 01:26,방울카페,나도 프론티어지롱~,냐하하하하하~?,1,이벤트,인증
2016.08.04 01:26,5008709,엑티비티가 설치가 안되요!!!!!!!!!!!!!!!!!,"오류 확인해 주세요 ?엑티비티가 자동 , 수동 설치가 안됩니다",-1,버그,건의
2016.08.04 01:26,5006122,액티브으으으,언제되냐아아아,-1,버그,질문
2016.08.04 01:26,드레드,앙 프론띠~,^^ㅎㅎㅎㅎ?,-1,버그,의견
2016.08.04 01:26,아인즈울고운,할것도없으니 이거나 보고 놀고들게셈,,,,
2016.08.04 01:25,5002160,프론티어는 1차합격시켜줘라,??프론티어 장점이 없어 수ㅠ?,-1,이벤트,의견
2016.08.04 01:25,여우와의동거,우리집ㅂ컴퓨터씨발병신이라엑티브x안깔림,ㄻㄴㅇㄻㄴㅇㄹㅇㄴㅁㄹ부ㅠㅇ신같은컴퓨터던져버리고싶다,-1,버그,의견
2016.08.04 01:25,5002602,안녕하세요,클베되면 좋겠네요?,0,이벤트,의견
2016.08.04 01:25,얼음과불의노래,액티브x 설치되신분? 계신가요?,설치가 안되서 더이상 진행이 안됨 ㅠㅠ?,-1,버그,의견
2016.08.04 01:25,5005874,사양 체크가 왜 안되죠??,수동설치도 안되는데 어찌해야됩니까??,-1,버그,의견
2016.08.04 01:25,찌밥,프론티어 뱃지가 그 이름/폰번호/이멜 로 진즉에 신청해놓으면 되는거 아님?,똑같은 이름/번호/메일 로 인증해볼려는데 아니라네..?그 프론티어가 그게 아닌가?,0,이벤트,질문
2016.08.04 01:25,매지로맥퀸,엑티브x 설치 ㅠㅠ,왜 안돼 ㅠㅠㅠ?,-1,버그,질문
2016.08.04 01:25,병팽이,성공했다 나는 내 할일 하러감,시기지 지브롤터로 떠납니다. ?,0,버그,일상
2016.08.04 01:25,미켄드라,기대됩니다^^,어서 CBT신청이 되면 좋겠네요 ㅜㅜ?,0,이벤트,의견
2016.08.04 01:25,5002550,기대된당 퓨ㅠㅠㅠㅠ,cbt 제발 당첨되라 ㅎㅎㅎ,1,이벤트,의견
2016.08.04 01:26,최소화면,액티브 X 이제 되네요..,,0,버그,정보
2016.08.04 01:26,코타,액티브X 설치 하는방법,,0,버그,정보
2016.08.04 01:26,잔다르크,나도 프론티어지롱~,ㅇㅇㅇㅇㅇ,1,이벤트,인증
2016.08.04 01:26,팔딱조기,인증기념..액티브X주세요 ㅠㅠ,액티브x 주세요현기증 난단 말이에요~~?,-1,버그,의견
2016.08.04 01:26,5004605,으아아아ㄴㅁㅇㄹ,액티븤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ?,-1,버그,의견
2016.08.04 01:26,5005267,한국게임이 문제가아니라 한국인이 문제다,급식냄새 덜빠진망겜충들 슬금슬금 기어오는거봐?니들 좋아하는 오버워치 롤이나 하러가거라~,-1,유저,의견
2016.08.04 01:26,5003613,???????????????????????????,???????????????????????????,-1,버그,의견
2016.08.04 01:26,5003117,해결법 찾았다 ㄹㅇ임,앙 윤귀모띵?,-1,버그,일상
2016.08.04 01:26,아뮤네시아,※ 프론티어 배지 적용 방법 ※,홈페이지 오픈 전에 프론티어 신청하셨던 분들은?왼쪽 oo 환영합니다를 클릭하시고?회원정보에서 프론티어 인증을 하시면 됩니다.?인증이 완료 되시면 아래 배지 적용하기에서 프론티어 배지를 선택하시고?적용하시면 되니 많이들 보라보라한 프론티어 배지 다세요~ ?,0,이벤트,정보
2016.08.04 01:26,5002520,설마 가입할때 닉네임이 게임닉???,설마...!!!???,0,유저,질문
2016.08.04 01:26,들깨가루,피방 시간가잖아..,빨리 액티브줘! 다른겜 하고있을라니까 ㅠㅠ?,-1,버그,의견
2016.08.04 01:26,두리오빠,악플러 클베제외 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,앙 기무치~?,-1,유저,의견
2016.08.04 01:26,해적왕,액티브 왜안되냐??,이럴래 진짜??,-1,버그,의견
2016.08.04 01:26,5006625,그래봣자 겜나오고 한달안에 파판처럼 묻힌다 ㅇㅈ? 어 ㅇㅈ,네팔로 떠납니다,-1,일상/기타,의견
2016.08.04 01:26,ZiYong,액티브x제발,제발 빨리해결좀?,-1,버그,건의
2016.08.04 01:27,바슈던피드,아... 신청하고싶다!..,난 당신의 게임을 하고 싶습니다.?,0,일상/기타,의견
2016.08.04 01:27,호떡,게임 대박나길바래요,엄청 기대하고있습니다 ㅎㅎ?,1,일상/기타,의견
2016.08.04 01:27,괴물,윤귀중아 엑티브 어떻하는지 알아냈다,제자리에서 10바퀴돌고 박수치면됨?,0,일상/기타,의견
2016.08.04 01:27,얼음과불의노래,프론티어는 베타테스트 우선 당첨권이 주어지나요?,그러면 좋겟다 헤헷?,0,이벤트,질문
2016.08.04 01:27,병팽이,성공했다 나는 이제 집 감,시기지 지브롤터로 떠납니다. ?,0,버그,의견
2016.08.04 01:27,비카,ㅂㄷㅂㄷㅂㄷ,ㅂㄷㅂㄷㅂㄷㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㅂㄷㄷㅂㄷㅂㄷㅂㄷ?,-1,버그,의견
2016.08.04 01:27,칼날,으어어어...엑티브,먼저 한다고 클베되는건아니지만...기다리기는 싫습니다,-1,버그,의견
2016.08.04 01:27,5002626,서머너 어디갔나요 ㅠ ㅠ,서머너 하게 해줘 빼애액,-1,캐릭터,의견
2016.08.04 01:27,냥집사폴페,어이쿠 저도 프론티언데,당첨입니까??,0,이벤트,질문
2016.08.04 01:27,백곰,액티브엑스 왜안돼ㅠㅠ,클베를 열었으면 액티브엑스도 내놔야지 ㅠㅠㅠ 뭣이 중헌줄 모르고?,-1,버그,질문
2016.08.04 01:26,검정곰팡이,아르카나 어디감?,트레일러 영상에서는 카드던지는 아르카나 있었는데지금은 아르카나가 없고 바드가 있네??,-1,캐릭터,질문
2016.08.04 01:26,5004603,엑티브 엑스 이렇게 하는거네 ㅋㅋㅋ,"엑티브 엑스 어떻게 설치하냐면""잘"" ?설치해야된다",-1,버그,의견
2016.08.04 01:26,바슈던피드,니들 혹시 엑티브엑스 항목에 런쳐 요구사항 박아놨니,이 미친놈들아?CBT 하기전에 런쳐를 요구하면 어떻게하니?엑티브 엑스가 완전 수문장이구나?,-1,버그,의견
